CONTROL,SHIPMONTH,WEIGHT,WGTADJ,REGION,SECTIONS,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED,JSTATUS,JPRICE,JSQFT,JBEDROOM,JTITLE,JLOCATION,JFOUNDATION,JSECURED
18010253,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010254,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010255,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010256,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010257,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010258,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010259,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010260,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010261,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010262,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010263,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010264,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010265,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010266,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010267,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010268,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010269,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010270,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010271,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010272,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010273,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010274,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010275,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010276,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010277,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010278,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010279,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010280,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010281,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010282,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010283,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010284,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010285,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010286,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010287,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010288,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010289,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010290,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010291,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010292,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010293,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010294,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010295,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010296,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010297,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010298,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010299,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010300,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010301,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010302,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010303,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010304,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010305,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010306,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010307,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010308,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010309,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010310,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010311,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010312,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010313,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010314,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010315,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010316,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010317,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010318,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010319,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010320,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010321,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010322,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010323,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010324,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010325,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010326,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010327,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010328,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010329,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010330,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010331,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010332,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010333,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010334,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010335,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010336,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010337,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010338,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010339,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010340,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010341,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010342,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010343,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010344,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010345,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010346,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010347,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010348,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010349,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010350,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010351,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010352,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010353,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010354,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010355,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010356,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010357,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010358,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010359,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010360,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010361,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010362,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010363,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010364,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010365,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010366,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010367,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010368,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010369,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010370,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010371,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010372,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010373,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010374,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010375,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010376,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010377,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010378,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010379,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010380,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010381,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010382,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010383,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010384,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010385,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010386,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010387,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010388,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010389,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010390,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010391,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010392,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010393,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010394,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010395,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010396,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010397,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010398,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010399,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010400,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010401,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010402,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010403,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010404,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010405,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010406,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010407,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010408,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010409,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010410,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010411,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010412,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010413,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010414,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010415,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010416,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010417,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010418,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010419,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010420,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010421,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010422,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010423,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010424,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010425,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010426,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010427,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010428,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010429,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010430,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010431,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010432,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010433,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010434,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010435,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010436,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010437,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010438,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010439,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010440,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010441,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010442,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010443,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010444,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010445,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010446,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010447,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010448,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010449,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010450,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010451,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010452,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010453,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010454,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010455,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010456,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010457,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010458,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010459,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010460,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010461,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010462,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010463,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010464,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010465,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010466,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010467,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010468,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010469,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010470,201801,54.285700000000006,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010471,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010472,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010473,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010474,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010475,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010476,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010477,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010478,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010479,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010480,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010481,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010482,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010483,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010484,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010485,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010486,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010487,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010488,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010489,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010490,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010491,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010492,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010493,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010494,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010495,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010496,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010497,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010498,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010499,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010500,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010501,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010502,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010503,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010504,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010505,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010506,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010507,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010508,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010509,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010510,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010511,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010512,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010513,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010514,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010515,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010516,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010517,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010518,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
